ano,Clave,ES,EST, Muni , Total , H , M ,,,, Total , H , M ,,,Clave,ES,EST, Muni , Total , H , M ,,,,,,,,
2007,BO-Municipio El Callao,BO,BOLIVAR, Municipio El Callao , 56 , 44 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
2007,BO-Municipio Gran Sabana,BO,BOLIVAR, Municipio Gran Sabana , 70 , 46 , 24 ,,,,,,,,,,,,,,,,,,,,,,,
2007,BO-Municipio Heres,BO,BOLIVAR, Municipio Heres ," 2,034 "," 1,250 ", 784 ,,,,,,,,,,,,,,,,,,,,,,,
2007,BO-Municipio Padre Pedro Chien,BO,BOLIVAR, Municipio Padre Pedro Chien , 28 , 15 , 13 ,,,,,,,,,,,,,,,,,,,,,,,
2007,BO-Municipio Piar,BO,BOLIVAR, Municipio Piar , 355 , 219 , 136 ,,,,,,,,,,,,,,,,,,,,,,,
2007,BO-Municipio Raúl leoni,BO,BOLIVAR, Municipio Raúl leoni , 35 , 27 , 8 ,,,,,,,,,,,,,,,,,,,,,,,
2007,BO-Municipio Roscio,BO,BOLIVAR, Municipio Roscio , 56 , 30 , 26 ,,,,,,,,,,,,,,,,,,,,,,,
2007,BO-Municipio Sifontes,BO,BOLIVAR, Municipio Sifontes , 119 , 87 , 32 ,,,,,,,,,,,,,,,,,,,,,,,
2007,BO-Municipio Sucre,BO,BOLIVAR, Municipio Sucre , 10 , 5 , 5 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Bejuma,CA,CARABOBO, Municipio Bejuma , 284 , 166 , 118 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Carlos Arvelo,CA,CARABOBO, Municipio Carlos Arvelo , 432 , 284 , 148 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Diego Ibarra,CA,CARABOBO, Municipio Diego Ibarra , 535 , 357 , 178 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Guacara,CA,CARABOBO, Municipio Guacara , 552 , 350 , 202 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Juan José Mora,CA,CARABOBO, Municipio Juan José Mora , 164 , 112 , 52 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Libertador,CA,CARABOBO, Municipio Libertador , 407 , 284 , 123 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Los Guayos,CA,CARABOBO, Municipio Los Guayos , 318 , 218 , 100 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Miranda,CA,CARABOBO, Municipio Miranda , 99 , 65 , 34 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Montalbán,CA,CARABOBO, Municipio Montalbán , 66 , 35 , 31 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Naguanagua,CA,CARABOBO, Municipio Naguanagua ," 1,377 ", 758 , 619 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Puerto Cabello,CA,CARABOBO, Municipio Puerto Cabello ," 1,067 ", 652 , 415 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio San Diego,CA,CARABOBO, Municipio San Diego , 147 , 83 , 64 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio San Joaquín,CA,CARABOBO, Municipio San Joaquín , 135 , 100 , 35 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CA-Municipio Valencia,CA,CARABOBO, Municipio Valencia ," 4,828 "," 3,030 "," 1,798 ",,,,,,,,,,,,,,,,,,,,,,,
2007,CO-Municipio Anzoátegui,CO,COJEDES, Municipio Anzoátegui , 55 , 32 , 23 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CO-Municipio Falcón,CO,COJEDES, Municipio Falcón , 317 , 198 , 119 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CO-Municipio Girardot,CO,COJEDES, Municipio Girardot , 31 , 22 , 9 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CO-Municipio Lima Blanco,CO,COJEDES, Municipio Lima Blanco , 21 , 12 , 9 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CO-Municipio Pao de San Juan  Bautista,CO,COJEDES, Municipio Pao de San Juan  Bautista , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
2007,CO-Municipio Ricaurte,CO,COJEDES, Municipio Ricaurte , 27 , 16 , 11 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CO-Municipio Rómulo Gallegos,CO,COJEDES, Municipio Rómulo Gallegos , 31 , 23 , 8 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CO-Municipio San Carlos,CO,COJEDES, Municipio San Carlos , 621 , 383 , 238 ,,,,,,,,,,,,,,,,,,,,,,,
2007,CO-Municipio Tinaco,CO,COJEDES, Municipio Tinaco , 108 , 73 , 35 ,,,,,,,,,,,,,,,,,,,,,,,
2007,DE-Municipio Antonio Díaz,DE,DELTA AMACURO, Municipio Antonio Díaz , 30 , 22 , 8 ,,,,,,,,,,,,,,,,,,,,,,,
2007,DE-Municipio Casacoima,DE,DELTA AMACURO, Municipio Casacoima , 45 , 32 , 13 ,,,,,,,,,,,,,,,,,,,,,,,
2007,DE-Municipio Pedernales,DE,DELTA AMACURO, Municipio Pedernales , 23 , 14 , 9 ,,,,,,,,,,,,,,,,,,,,,,,
2007,DE-Municipio Tucupita,DE,DELTA AMACURO, Municipio Tucupita , 429 , 261 , 168 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Acosta,FA,FALCON, Municipio Acosta , 44 , 28 , 16 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Bolívar,FA,FALCON, Municipio Bolívar , 18 , 8 , 10 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Buchivacoa,FA,FALCON, Municipio Buchivacoa , 33 , 22 , 11 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Cacique Manaure,FA,FALCON, Municipio Cacique Manaure , 28 , 18 , 10 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Carirubana,FA,FALCON, Municipio Carirubana ," 1,093 ", 649 , 444 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Colina,FA,FALCON, Municipio Colina , 60 , 43 , 17 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Dabajuro,FA,FALCON, Municipio Dabajuro , 56 , 31 , 25 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Democracia,FA,FALCON, Municipio Democracia , 18 , 14 , 4 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Falcón,FA,FALCON, Municipio Falcón , 71 , 47 , 24 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Federación,FA,FALCON, Municipio Federación , 90 , 55 , 35 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Jacura,FA,FALCON, Municipio Jacura , 10 , 7 , 3 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Los Taques,FA,FALCON, Municipio Los Taques , 116 , 75 , 41 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Mauroa,FA,FALCON, Municipio Mauroa , 64 , 39 , 25 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Miranda,FA,FALCON, Municipio Miranda ," 1,216 ", 718 , 498 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Monseñor Iturriza,FA,FALCON, Municipio Monseñor Iturriza , 47 , 34 , 13 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Palmasola,FA,FALCON, Municipio Palmasola , 5 , 3 , 2 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Petit,FA,FALCON, Municipio Petit , 27 , 18 , 9 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Píritu,FA,FALCON, Municipio Píritu , 24 , 15 , 9 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio San Francisco,FA,FALCON, Municipio San Francisco , 36 , 24 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Silva,FA,FALCON, Municipio Silva , 160 , 113 , 47 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Sucre,FA,FALCON, Municipio Sucre , 12 , 6 , 6 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Tocopero,FA,FALCON, Municipio Tocopero , 8 , 6 , 2 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Unión,FA,FALCON, Municipio Unión , 25 , 12 , 13 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Urumaco,FA,FALCON, Municipio Urumaco , 27 , 19 , 8 ,,,,,,,,,,,,,,,,,,,,,,,
2007,FA-Municipio Zamora,FA,FALCON, Municipio Zamora , 74 , 48 , 26 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Camaguán,GU,GUARICO, Municipio Camaguán , 48 , 34 , 14 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Chaguaramas,GU,GUARICO, Municipio Chaguaramas , 36 , 18 , 18 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio El Socorro,GU,GUARICO, Municipio El Socorro , 32 , 18 , 14 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Guayabal,GU,GUARICO, Municipio Guayabal , 26 , 20 , 6 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Infante,GU,GUARICO, Municipio Infante , 720 , 442 , 278 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Las Mercedes,GU,GUARICO, Municipio Las Mercedes , 72 , 42 , 30 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Mellado,GU,GUARICO, Municipio Mellado , 120 , 74 , 46 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Miranda,GU,GUARICO, Municipio Miranda , 558 , 351 , 207 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Monagas,GU,GUARICO, Municipio Monagas , 357 , 225 , 132 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Ortiz,GU,GUARICO, Municipio Ortiz , 59 , 44 , 15 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Ribas,GU,GUARICO, Municipio Ribas , 72 , 50 , 22 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Roscio,GU,GUARICO, Municipio Roscio , 885 , 568 , 317 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio San José de Guaribe,GU,GUARICO, Municipio San José de Guaribe , 25 , 18 , 7 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Santa Maria de Ipire,GU,GUARICO, Municipio Santa Maria de Ipire , 55 , 40 , 15 ,,,,,,,,,,,,,,,,,,,,,,,
2007,GU-Municipio Zaraza,GU,GUARICO, Municipio Zaraza , 228 , 151 , 77 ,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-Municipio Andrés Eloy Blanco,LA,LARA, Municipio Andrés Eloy Blanco , 117 , 75 , 42 ,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-Municipio Crespo,LA,LARA, Municipio Crespo , 132 , 73 , 59 ,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-Municipio Iribarren,LA,LARA, Municipio Iribarren ," 6,107 "," 3,592 "," 2,515 ",,,,,,,,,,,,,,,,,,,,,,,
2007,LA-Municipio Jiménez,LA,LARA, Municipio Jiménez , 247 , 160 , 87 ,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-Municipio Moran,LA,LARA, Municipio Moran , 378 , 236 , 142 ,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-Municipio Palavecino,LA,LARA, Municipio Palavecino , 343 , 205 , 138 ,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-Municipio Simón Planas,LA,LARA, Municipio Simón Planas , 75 , 56 , 19 ,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-Municipio Torres,LA,LARA, Municipio Torres , 724 , 437 , 287 ,,,,,,,,,,,,,,,,,,,,,,,
2007,LA-Municipio Urdaneta,LA,LARA, Municipio Urdaneta , 133 , 78 , 55 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Alberto Adrián,ME,MERIDA, Municipio Alberto Adrián , 545 , 383 , 162 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Andrés Bello,ME,MERIDA, Municipio Andrés Bello , 46 , 31 , 15 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Antonio Pinto Salinas,ME,MERIDA, Municipio Antonio Pinto Salinas , 77 , 53 , 24 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Aricagua,ME,MERIDA, Municipio Aricagua , 14 , 9 , 5 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Arzobispo Chacón,ME,MERIDA, Municipio Arzobispo Chacón , 46 , 22 , 24 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Campo  Elías,ME,MERIDA, Municipio Campo  Elías , 240 , 156 , 84 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Cardenal Quintero,ME,MERIDA, Municipio Cardenal Quintero , 41 , 25 , 16 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Carracciolo Parra Olmedo,ME,MERIDA, Municipio Carracciolo Parra Olmedo , 111 , 79 , 32 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Guaraque,ME,MERIDA, Municipio Guaraque , 38 , 26 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Julio Cesar Salas,ME,MERIDA, Municipio Julio Cesar Salas , 53 , 30 , 23 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Justo Briceño,ME,MERIDA, Municipio Justo Briceño , 7 , 4 , 3 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Libertador,ME,MERIDA, Municipio Libertador ," 2,197 "," 1,319 ", 878 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Miranda,ME,MERIDA, Municipio Miranda , 93 , 59 , 34 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Obispo Ramos de Lora,ME,MERIDA, Municipio Obispo Ramos de Lora , 98 , 68 , 30 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Padre Noguera,ME,MERIDA, Municipio Padre Noguera , 2 , 2 , -   ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Pueblo Llano,ME,MERIDA, Municipio Pueblo Llano , 45 , 27 , 18 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Rangel,ME,MERIDA, Municipio Rangel , 47 , 33 , 14 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Rivas Dávila,ME,MERIDA, Municipio Rivas Dávila , 64 , 41 , 23 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Santos Marquina,ME,MERIDA, Municipio Santos Marquina , 48 , 31 , 17 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Sucre,ME,MERIDA, Municipio Sucre , 171 , 110 , 61 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Tovar,ME,MERIDA, Municipio Tovar , 164 , 101 , 63 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Tulio Febres Cordero,ME,MERIDA, Municipio Tulio Febres Cordero , 78 , 53 , 25 ,,,,,,,,,,,,,,,,,,,,,,,
2007,ME-Municipio Zea,ME,MERIDA, Municipio Zea , 36 , 25 , 11 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Acevedo,MI,MIRANDA, Municipio Acevedo , 379 , 281 , 98 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Andrés Bello,MI,MIRANDA, Municipio Andrés Bello , 64 , 42 , 22 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Baruta,MI,MIRANDA, Municipio Baruta ," 1,688 ", 824 , 864 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Brion,MI,MIRANDA, Municipio Brion , 277 , 171 , 106 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Buroz,MI,MIRANDA, Municipio Buroz , 62 , 45 , 17 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Carrizal,MI,MIRANDA, Municipio Carrizal , 109 , 71 , 38 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Chacao,MI,MIRANDA, Municipio Chacao , 757 , 417 , 340 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Cristóbal Rojas,MI,MIRANDA, Municipio Cristóbal Rojas , 403 , 272 , 131 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio El Hatillo,MI,MIRANDA, Municipio El Hatillo , 132 , 77 , 55 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Guaicaipuro,MI,MIRANDA, Municipio Guaicaipuro ," 1,529 ", 999 , 530 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Independencia,MI,MIRANDA, Municipio Independencia , 588 , 413 , 175 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Lander,MI,MIRANDA, Municipio Lander , 791 , 547 , 244 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Los Salías,MI,MIRANDA, Municipio Los Salías , 163 , 83 , 80 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Páez,MI,MIRANDA, Municipio Páez , 205 , 135 , 70 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Paz Castillo,MI,MIRANDA, Municipio Paz Castillo , 298 , 212 , 86 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Pedro Gual,MI,MIRANDA, Municipio Pedro Gual , 59 , 44 , 15 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Plaza,MI,MIRANDA, Municipio Plaza , 692 , 447 , 245 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Simón Bolívar,MI,MIRANDA, Municipio Simón Bolívar , 147 , 123 , 24 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Sucre,MI,MIRANDA, Municipio Sucre ," 3,260 "," 2,131 "," 1,129 ",,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Urdaneta,MI,MIRANDA, Municipio Urdaneta , 375 , 264 , 111 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MI-Municipio Zamora,MI,MIRANDA, Municipio Zamora , 655 , 460 , 195 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Acosta,MO,MONAGAS, Municipio Acosta , 52 , 29 , 23 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Aguasay,MO,MONAGAS, Municipio Aguasay , 27 , 24 , 3 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Bolívar,MO,MONAGAS, Municipio Bolívar , 136 , 82 , 54 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Caripe,MO,MONAGAS, Municipio Caripe , 86 , 55 , 31 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Cedeño,MO,MONAGAS, Municipio Cedeño , 74 , 49 , 25 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Ezequiel Zamora,MO,MONAGAS, Municipio Ezequiel Zamora , 142 , 96 , 46 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Libertador,MO,MONAGAS, Municipio Libertador , 83 , 65 , 18 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Maturín,MO,MONAGAS, Municipio Maturín ," 2,515 "," 1,540 ", 975 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Piar,MO,MONAGAS, Municipio Piar , 87 , 48 , 39 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Punceres,MO,MONAGAS, Municipio Punceres , 76 , 49 , 27 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Santa Bárbara,MO,MONAGAS, Municipio Santa Bárbara , 15 , 8 , 7 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Sotillo,MO,MONAGAS, Municipio Sotillo , 66 , 43 , 23 ,,,,,,,,,,,,,,,,,,,,,,,
2007,MO-Municipio Uracoa,MO,MONAGAS, Municipio Uracoa , 19 , 14 , 5 ,,,,,,,,,,,,,,,,,,,,,,,
2007,NU-Municipio Antolin del Campo,NU,NUEVA ESPARTA, Municipio Antolin del Campo , 49 , 28 , 21 ,,,,,,,,,,,,,,,,,,,,,,,
2007,NU-Municipio Arismendi,NU,NUEVA ESPARTA, Municipio Arismendi , 72 , 40 , 32 ,,,,,,,,,,,,,,,,,,,,,,,
2007,NU-Municipio Díaz,NU,NUEVA ESPARTA, Municipio Díaz , 154 , 99 , 55 ,,,,,,,,,,,,,,,,,,,,,,,
2007,NU-Municipio García,NU,NUEVA ESPARTA, Municipio García , 222 , 133 , 89 ,,,,,,,,,,,,,,,,,,,,,,,
2007,NU-Municipio Gómez,NU,NUEVA ESPARTA, Municipio Gómez , 69 , 38 , 31 ,,,,,,,,,,,,,,,,,,,,,,,
2007,NU-Municipio Maneiro,NU,NUEVA ESPARTA, Municipio Maneiro , 120 , 70 , 50 ,,,,,,,,,,,,,,,,,,,,,,,
2007,NU-Municipio Marcano,NU,NUEVA ESPARTA, Municipio Marcano , 169 , 93 , 76 ,,,,,,,,,,,,,,,,,,,,,,,
2007,NU-Municipio Mariño,NU,NUEVA ESPARTA, Municipio Mariño ," 1,089 ", 705 , 384 ,,,,,,,,,,,,,,,,,,,,,,,
2007,NU-Municipio Península de Macanao,NU,NUEVA ESPARTA, Municipio Península de Macanao , 48 , 33 , 15 ,,,,,,,,,,,,,,,,,,,,,,,
2007,NU-Municipio Tubores,NU,NUEVA ESPARTA, Municipio Tubores , 68 , 36 , 32 ,,,,,,,,,,,,,,,,,,,,,,,
2007,NU-Municipio Villalba,NU,NUEVA ESPARTA, Municipio Villalba , 29 , 17 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Agua Blanca,PO,PORTUGUESA, Municipio Agua Blanca , 37 , 23 , 14 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Araure,PO,PORTUGUESA, Municipio Araure ," 1,189 ", 737 , 452 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Esteller,PO,PORTUGUESA, Municipio Esteller , 79 , 48 , 31 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Guanare,PO,PORTUGUESA, Municipio Guanare ," 1,072 ", 666 , 406 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Guanarito,PO,PORTUGUESA, Municipio Guanarito , 84 , 55 , 29 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Monseñor José Vicente de Unda,PO,PORTUGUESA, Municipio Monseñor José Vicente de Unda , 78 , 46 , 32 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Ospino,PO,PORTUGUESA, Municipio Ospino , 98 , 68 , 30 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Páez,PO,PORTUGUESA, Municipio Páez , 423 , 271 , 152 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Papelón,PO,PORTUGUESA, Municipio Papelón , 12 , 9 , 3 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio San Genaro de Boconoito,PO,PORTUGUESA, Municipio San Genaro de Boconoito , 29 , 14 , 15 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio San Rafael de Onoto,PO,PORTUGUESA, Municipio San Rafael de Onoto , 29 , 24 , 5 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Santa Rosalía,PO,PORTUGUESA, Municipio Santa Rosalía , 33 , 22 , 11 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Sucre,PO,PORTUGUESA, Municipio Sucre , 117 , 64 , 53 ,,,,,,,,,,,,,,,,,,,,,,,
2007,PO-Municipio Turen,PO,PORTUGUESA, Municipio Turen , 184 , 112 , 72 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Andrés Eloy Blanco,SU,SUCRE, Municipio Andrés Eloy Blanco , 85 , 46 , 39 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Andrés Mata,SU,SUCRE, Municipio Andrés Mata , 59 , 39 , 20 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Arismendi,SU,SUCRE, Municipio Arismendi , 134 , 75 , 59 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Benítez,SU,SUCRE, Municipio Benítez , 52 , 32 , 20 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Bermúdez,SU,SUCRE, Municipio Bermúdez , 987 , 595 , 392 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Bolívar,SU,SUCRE, Municipio Bolívar , 32 , 19 , 13 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Cajigal,SU,SUCRE, Municipio Cajigal , 63 , 40 , 23 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Cruz Salmeron Acosta,SU,SUCRE, Municipio Cruz Salmeron Acosta , 90 , 56 , 34 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Libertador,SU,SUCRE, Municipio Libertador , 16 , 9 , 7 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Mariño,SU,SUCRE, Municipio Mariño , 84 , 57 , 27 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Mejia,SU,SUCRE, Municipio Mejia , 30 , 19 , 11 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Montes,SU,SUCRE, Municipio Montes , 166 , 112 , 54 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Ribero,SU,SUCRE, Municipio Ribero , 175 , 113 , 62 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Sucre,SU,SUCRE, Municipio Sucre ," 1,794 "," 1,185 ", 609 ,,,,,,,,,,,,,,,,,,,,,,,
2007,SU-Municipio Valdez,SU,SUCRE, Municipio Valdez , 117 , 71 , 46 ,,,,,,,,,,,,,,,,,,,,,,,
2007,TA-Municipio Andrés Bello,TA,TACHIRA, Municipio Andrés Bello , 68 , 45 , 23 ,,,,,,,,,,,,,,,,,,,,,,,
2007,TA-Municipio Antonio Rómulo Acosta,TA,TACHIRA, Municipio Antonio Rómulo Acosta , 19 , 14 , 5 ,,,,,,,,,,,,,,,,,,,,,,,
2007,TA-Municipio Ayacucho,TA,TACHIRA, Municipio Ayacucho , 265 , 170 , 95 ,,,,,,,,,,,,,,,,,,,,,,,
2007,TA-Municipio Bolívar,TA,TACHIRA, Municipio Bolívar , 193 , 117 , 76 ,,,,,,,,,,,,,,,,,,,,,,,
2007,TA-Municipio Cárdenas,TA,TACHIRA, Municipio Cárdenas , 251 , 135 , 116 ,,,,,,,,,,,,,,,,,,,,,,,
2007,TA-Municipio Córdoba,TA,TACHIRA, Municipio Córdoba , 74 , 50 , 24 ,,,,,,,,,,,,,,,,,,,,,,,
2007,TA-Municipio Fernández Feo,TA,TACHIRA, Municipio Fernández Feo , 184 , 130 , 54 ,,,,,,,,,,,,,,,,,,,,,,,
